Coefficients,GraphObservation,Dispersion,Scramble,Method,ErrCausal,ErrNonCausal
1,0,0,1,ERM,0.01018154714256525,0.00922347791492939
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.02082403004169464,0.020113473758101463
1,0,0,1,ERM,0.010319478809833527,0.009968047961592674
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.015188435092568398,0.01730463281273842
1,0,0,1,ERM,0.009245442226529121,0.009495011530816555
1,0,0,1,ICP,0.009114385582506657,0.009085592813789845
1,0,0,1,IRM,0.006663149688392878,0.010168833658099174
1,0,0,1,ERM,0.00850159302353859,0.008709905669093132
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.007958823814988136,0.00800817646086216
1,0,0,1,ERM,0.009433446452021599,0.009810760617256165
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.017053846269845963,0.015536032617092133
1,0,0,1,ERM,0.00920158438384533,0.008044852875173092
1,0,0,1,ICP,0.00970606692135334,0.008142193779349327
1,0,0,1,IRM,0.018600089475512505,0.016248119994997978
1,0,0,1,ERM,0.009020812809467316,0.007884995080530643
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.025601018220186234,0.018386833369731903
1,0,0,1,ERM,0.010689062997698784,0.01136787049472332
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.014197595417499542,0.014195369556546211
1,0,0,1,ERM,0.009143436327576637,0.008010941557586193
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.0012342229019850492,0.0012141730403527617
1,0,0,1,ERM,0.011851044371724129,0.012059466913342476
1,0,0,1,ICP,1.0,0.0
1,0,0,1,IRM,0.023421401157975197,0.017315011471509933
