Coefficients,GraphObservation,Dispersion,Scramble,Method,ErrCausal,ErrNonCausal,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.6061453819274902,0.7214874029159546,0.20793382823467255,0.21332284808158875,0.13777616620063782,0.2717202603816986,0.2853839695453644,0.8078172206878662,0.856784462928772,0.900799572467804,0.8069130182266235,0.8707699179649353
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5507279634475708,0.6491843461990356,0.3500402271747589,0.280227392911911,0.14962375164031982,0.3163941204547882,0.210910364985466,0.7503411173820496,0.7971998453140259,0.878703236579895,0.7704474925994873,0.8256351947784424
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.552525520324707,0.690985381603241,0.23777055740356445,0.2962131202220917,0.25602051615715027,0.2874472141265869,0.20937921106815338,0.8174062967300415,0.8631392121315002,0.8355332612991333,0.7864148020744324,0.851587176322937
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5743478536605835,0.6757375597953796,0.2149665504693985,0.32878613471984863,0.16811208426952362,0.29448217153549194,0.2156907021999359,0.8370490670204163,0.7984466552734375,0.868920087814331,0.8364723324775696,0.7653833031654358
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5875386595726013,0.6984003186225891,0.1890663057565689,0.2832027077674866,0.2710529565811157,0.34737780690193176,0.10055458545684814,0.8194801211357117,0.829106867313385,0.7882124185562134,0.773491382598877,0.9557552337646484
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5202277898788452,0.6760404706001282,0.2179410755634308,0.3889285624027252,0.23758669197559357,0.2573624849319458,0.30478042364120483,0.8832368850708008,0.7393426299095154,0.8163168430328369,0.8585216999053955,0.8062471747398376
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5016968250274658,0.64618980884552,0.4646919369697571,0.32879355549812317,0.2502806782722473,0.252856969833374,0.19308651983737946,0.7780849933624268,0.7791357040405273,0.8109645247459412,0.800376296043396,0.8486546874046326
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.564116358757019,0.7123907804489136,0.1401461511850357,0.2772294878959656,0.31605806946754456,0.323148250579834,0.2044302076101303,0.923859715461731,0.8430156111717224,0.8097834587097168,0.8160631060600281,0.8222249150276184
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5193803310394287,0.6487116813659668,0.3735937178134918,0.1956280916929245,0.38388749957084656,0.22954405844211578,0.23560120165348053,0.7323053479194641,0.8757880330085754,0.7618030905723572,0.8468652963638306,0.8017218112945557
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.5866289138793945,0.7255330681800842,0.28863853216171265,0.1895264983177185,0.20050646364688873,0.2757527232170105,0.2212073653936386,0.8589871525764465,0.8672244548797607,0.8677111268043518,0.822245717048645,0.8418536186218262
