Coefficients,GraphObservation,Dispersion,Scramble,Method,ErrCausal,ErrNonCausal,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.20790493488311768,0.3364177942276001,0.617037296295166,0.4817112982273102,0.5070667862892151,0.5942791700363159,0.5345448851585388,0.5192936658859253,0.6170558333396912,0.6139050126075745,0.57587730884552,0.568463921546936
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.24040241539478302,0.34640273451805115,0.5095709562301636,0.5964029431343079,0.47416770458221436,0.5263195037841797,0.45435547828674316,0.5829324722290039,0.6035992503166199,0.5176701545715332,0.6047717332839966,0.6278058290481567
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.22083596885204315,0.33356979489326477,0.46587345004081726,0.5002162456512451,0.5288730263710022,0.5813820362091064,0.585387647151947,0.6037821769714355,0.5894914269447327,0.5386044979095459,0.5460033416748047,0.6062849760055542
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.23904427886009216,0.3467210829257965,0.6481139063835144,0.39849036931991577,0.5018191933631897,0.5659970641136169,0.4774666428565979,0.574350118637085,0.6140157580375671,0.6551246047019958,0.5493279099464417,0.5438405275344849
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.23754775524139404,0.33066460490226746,0.5084254145622253,0.41749945282936096,0.480205237865448,0.5436305999755859,0.6417729258537292,0.6028253436088562,0.641623854637146,0.5558333396911621,0.5275896787643433,0.5393903851509094
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.19300717115402222,0.33860093355178833,0.6614827513694763,0.5688905715942383,0.4702238142490387,0.5102997422218323,0.6203719973564148,0.5541561245918274,0.5786927938461304,0.5913441181182861,0.6093458533287048,0.574491024017334
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.2131754606962204,0.3202344477176666,0.4539080262184143,0.5941160321235657,0.5090947151184082,0.5691367983818054,0.5801334381103516,0.6061360836029053,0.5712890625,0.5616052150726318,0.5623834133148193,0.5250948071479797
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.22500863671302795,0.3623156249523163,0.5525197982788086,0.5985503196716309,0.4543067216873169,0.5584762692451477,0.4795016646385193,0.5829586982727051,0.5945369005203247,0.6119823455810547,0.5507569313049316,0.6636321544647217
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.22492966055870056,0.3633286952972412,0.4837688207626343,0.5234888195991516,0.5464236736297607,0.6100137829780579,0.4772476553916931,0.611016571521759,0.6260020732879639,0.6208875179290771,0.5569754838943481,0.5964064598083496
1,1,1,1,SEM,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,IRM,0.22946405410766602,0.34248068928718567,0.5481328964233398,0.5074841380119324,0.5732322931289673,0.5556071996688843,0.43347641825675964,0.5804872512817383,0.5680078268051147,0.5562006831169128,0.6005116701126099,0.618733823299408
