Coefficients,GraphObservation,Dispersion,Scramble,Method,ErrCausal,ErrNonCausal
1,1,0,0,ERM,0.009342504665255547,0.009490356780588627
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.0052723088301718235,0.004337707534432411
1,1,0,0,ERM,0.01913630962371826,0.01870908960700035
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.013221596367657185,0.01547582633793354
1,1,0,0,ERM,0.015948675572872162,0.014857974834740162
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.005869865417480469,0.00916520319879055
1,1,0,0,ERM,0.008567674085497856,0.012570984661579132
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.00487868208438158,0.003095312276855111
1,1,0,0,ERM,0.024326574057340622,0.021822575479745865
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.01644892618060112,0.01811116933822632
1,1,0,0,ERM,0.009839357808232307,0.013764227740466595
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.0005432729376479983,0.0023472264874726534
1,1,0,0,ERM,0.03037843108177185,0.023770339787006378
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.013125342316925526,0.018847083672881126
1,1,0,0,ERM,0.00854520220309496,0.011647853069007397
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.006929927971214056,0.014070263132452965
1,1,0,0,ERM,0.010420659556984901,0.011066390201449394
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.005110117141157389,0.0026377018075436354
1,1,0,0,ERM,0.014952592551708221,0.011575013399124146
1,1,0,0,ICP,1.0,0.0
1,1,0,0,IRM,0.0023695393465459347,0.0006007821066305041
