iteration,reg,error,penalty
0,0,49.515586853027344,288.9807434082031
100,0,7.764216899871826,2.2576754093170166
200,0,7.284552097320557,1.7726008892059326
300,0,7.113567352294922,1.5526703596115112
400,0,6.977245807647705,1.365792989730835
500,0,6.872425079345703,1.2181692123413086
600,0,6.79726505279541,1.10626220703125
700,0,6.746665000915527,1.0230612754821777
800,0,6.714832305908203,0.9613246917724609
900,0,6.696489334106445,0.9148702621459961
1000,0,6.687309265136719,0.8788793087005615
1100,0,6.683974266052246,0.8497949838638306
1200,0,6.684067726135254,0.8250892162322998
1300,0,6.68590784072876,0.8030253648757935
1400,0,6.6883864402771,0.7824480533599854
1500,0,6.690815448760986,0.7626140117645264
1600,0,6.692809104919434,0.7430729866027832
1700,0,6.694179534912109,0.7235692143440247
1800,0,6.694863319396973,0.7039739489555359
1900,0,6.694873809814453,0.684243381023407
2000,0,6.694258213043213,0.6643862128257751
2100,0,6.69307804107666,0.644440233707428
2200,0,6.691390514373779,0.6244630217552185
2300,0,6.689250946044922,0.6045242547988892
2400,0,6.686697006225586,0.5846952795982361
2500,0,6.6837615966796875,0.5650519728660583
2600,0,6.6804609298706055,0.545669674873352
2700,0,6.676811695098877,0.5266199111938477
2800,0,6.672821521759033,0.5079713463783264
2900,0,6.668498516082764,0.48978638648986816
3000,0,6.663852691650391,0.4721205234527588
3100,0,6.65889835357666,0.4550216495990753
3200,0,6.653658866882324,0.4385272264480591
3300,0,6.648168087005615,0.4226644039154053
3400,0,6.642480850219727,0.4074461758136749
3500,0,6.636670112609863,0.39287352561950684
3600,0,6.630837440490723,0.3789321184158325
3700,0,6.625123500823975,0.36558932065963745
3800,0,6.619724750518799,0.3527955412864685
3900,0,6.614910125732422,0.34047919511795044
4000,0,6.611047267913818,0.328544020652771
4100,0,6.608654499053955,0.3168635666370392
4200,0,6.608467102050781,0.3052743077278137
4300,0,6.611545085906982,0.29356464743614197
4400,0,6.6194539070129395,0.28145632147789
4500,0,6.634540557861328,0.2685837745666504
4600,0,6.660402297973633,0.25445735454559326
4700,0,6.702615737915039,0.23842541873455048
4800,0,6.769865036010742,0.21964362263679504
4900,0,6.875461101531982,0.19711223244667053
5000,0,7.038683891296387,0.16993984580039978
5100,0,7.2837018966674805,0.1381165087223053
5200,0,7.6309099197387695,0.10390493273735046
5300,0,8.076582908630371,0.07257621735334396
5400,0,8.57509994506836,0.049621179699897766
5500,0,9.058749198913574,0.035852719098329544
5600,0,9.486919403076172,0.02784617803990841
5700,0,9.861117362976074,0.022472921758890152
5800,0,10.199800491333008,0.018388528376817703
5900,0,10.517536163330078,0.01514304056763649
6000,0,10.821340560913086,0.012531326152384281
6100,0,11.113774299621582,0.010415859520435333
6200,0,11.395709037780762,0.008693165145814419
6300,0,11.667594909667969,0.0072836196050047874
