iteration,reg,error,penalty
0,0,2086.56298828125,57555.82421875
50,0,955.767822265625,14161.19921875
100,0,578.5640258789062,4447.58642578125
150,0,418.26861572265625,1830.227294921875
200,0,340.4229431152344,1041.572021484375
250,0,294.7967224121094,737.3145141601562
300,0,262.6568298339844,564.903076171875
350,0,237.42849731445312,443.510986328125
400,0,216.61044311523438,352.9667663574219
450,0,199.04043579101562,284.432861328125
500,0,184.04443359375,232.06463623046875
550,0,171.15374755859375,191.6549072265625
600,0,160.0067596435547,160.15631103515625
650,0,150.31285095214844,135.35604858398438
700,0,141.83538818359375,115.63858795166016
750,0,134.38157653808594,99.81658935546875
800,0,127.79326629638672,87.00875854492188
850,0,121.94070434570312,76.55553436279297
900,0,116.71690368652344,67.95826721191406
950,0,112.03313446044922,60.83663558959961
1000,0,107.81565856933594,54.8978385925293
1050,0,104.00273132324219,49.914344787597656
1100,0,100.54236602783203,45.707889556884766
1150,0,97.39083099365234,42.1378059387207
1200,0,94.51087188720703,39.092044830322266
1250,0,91.8707504272461,36.48077392578125
1300,0,89.44335174560547,34.23160934448242
1350,0,87.20535278320312,32.285743713378906
1400,0,85.13654327392578,30.595035552978516
1450,0,83.21951293945312,29.120065689086914
1500,0,81.43907928466797,27.82823371887207
1550,0,79.78194427490234,26.692468643188477
1600,0,78.23648071289062,25.690216064453125
1650,0,76.79253387451172,24.802608489990234
1700,0,75.44107055664062,24.013776779174805
1750,0,74.1740951538086,23.310272216796875
1800,0,72.98451232910156,22.680784225463867
1850,0,71.86605072021484,22.11564826965332
1900,0,70.81304168701172,21.60658073425293
1950,0,69.82048034667969,21.146596908569336
2000,0,68.88372802734375,20.729516983032227
2050,0,67.99873352050781,20.350204467773438
2100,0,67.16183471679688,20.00408363342285
2150,0,66.36963653564453,19.687292098999023
2200,0,65.619140625,19.396398544311523
2250,0,64.90756225585938,19.12841033935547
2300,0,64.23234558105469,18.880752563476562
2350,0,63.59120178222656,18.651151657104492
2400,0,62.981998443603516,18.437599182128906
2450,0,62.40282440185547,18.23831558227539
2500,0,61.85186004638672,18.051759719848633
2550,0,61.327476501464844,17.876535415649414
2600,0,60.828163146972656,17.711456298828125
2650,0,60.35248947143555,17.555377960205078
2700,0,59.89919662475586,17.407363891601562
2750,0,59.46710968017578,17.266559600830078
2800,0,59.05510711669922,17.13215446472168
2850,0,58.66216278076172,17.00348663330078
2900,0,58.28730010986328,16.87990951538086
2950,0,57.92969512939453,16.760873794555664
3000,0,57.58842468261719,16.64584732055664
3050,0,57.262847900390625,16.53438377380371
3100,0,56.95225524902344,16.42609405517578
3150,0,56.65592956542969,16.320566177368164
3200,0,56.373313903808594,16.217458724975586
3250,0,56.10377883911133,16.116474151611328
3300,0,55.846923828125,16.017322540283203
3350,0,55.60212707519531,15.919718742370605
3400,0,55.3690185546875,15.823452949523926
3450,0,55.14718246459961,15.728311538696289
3500,0,54.936195373535156,15.634042739868164
3550,0,54.73576354980469,15.540509223937988
3600,0,54.54548645019531,15.44752025604248
3650,0,54.36520004272461,15.35492992401123
3700,0,54.19456481933594,15.262596130371094
3750,0,54.033329010009766,15.170354843139648
3800,0,53.88114547729492,15.078071594238281
3850,0,53.73792266845703,14.985655784606934
3900,0,53.60350799560547,14.892976760864258
3950,0,53.477745056152344,14.799949645996094
4000,0,53.360374450683594,14.70645523071289
4050,0,53.25136184692383,14.61240291595459
4100,0,53.15056228637695,14.517712593078613
4150,0,53.05791473388672,14.422307014465332
4200,0,52.973323822021484,14.326082229614258
4250,0,52.89674377441406,14.22899055480957
4300,0,52.82813262939453,14.130943298339844
4350,0,52.76746368408203,14.03187370300293
4400,0,52.714717864990234,13.931716918945312
4450,0,52.66992950439453,13.83041763305664
4500,0,52.63309860229492,13.727899551391602
4550,0,52.604278564453125,13.624128341674805
4600,0,52.58351516723633,13.519012451171875
4650,0,52.5709114074707,13.412527084350586
4700,0,52.5665283203125,13.304603576660156
4750,0,52.57050323486328,13.19518756866455
4800,0,52.582923889160156,13.084228515625
4850,0,52.603981018066406,12.971681594848633
4900,0,52.63380432128906,12.857490539550781
4950,0,52.672637939453125,12.741618156433105
5000,0,52.72062683105469,12.624014854431152
5050,0,52.778053283691406,12.504624366760254
5100,0,52.84516525268555,12.383417129516602
5150,0,52.92219543457031,12.260332107543945
5200,0,53.00954055786133,12.135344505310059
5250,0,53.10748291015625,12.008399963378906
5300,0,53.21639633178711,11.879467964172363
5350,0,53.336692810058594,11.748504638671875
5400,0,53.468807220458984,11.615490913391113
5450,0,53.61320114135742,11.480387687683105
5500,0,53.770389556884766,11.343162536621094
5550,0,53.940921783447266,11.203801155090332
5600,0,54.125389099121094,11.062301635742188
5650,0,54.32441711425781,10.918642044067383
5700,0,54.53870391845703,10.77284049987793
5750,0,54.7689094543457,10.624903678894043
5800,0,55.015804290771484,10.474864959716797
5850,0,55.280235290527344,10.322774887084961
5900,0,55.56311798095703,10.168713569641113
5950,0,55.865150451660156,10.012748718261719
6000,0,56.18731689453125,9.855001449584961
6050,0,56.530487060546875,9.695608139038086
6100,0,56.89559555053711,9.534737586975098
6150,0,57.283504486083984,9.372589111328125
6200,0,57.695091247558594,9.209392547607422
6250,0,58.131168365478516,9.045415878295898
6300,0,58.59244918823242,8.880949974060059
6350,0,59.07954025268555,8.716320037841797
6400,0,59.592952728271484,8.551872253417969
6450,0,60.13290786743164,8.387964248657227
6500,0,60.69955825805664,8.224981307983398
6550,0,61.2927360534668,8.06329345703125
6600,0,61.91197204589844,7.903270721435547
6650,0,62.55657958984375,7.745265007019043
6700,0,63.225555419921875,7.589596271514893
6750,0,63.917503356933594,7.436563014984131
6800,0,64.63081359863281,7.286401748657227
6850,0,65.36344146728516,7.139313220977783
6900,0,66.11325073242188,6.995446681976318
6950,0,66.87774658203125,6.85488224029541
7000,0,67.65435028076172,6.717662811279297
7050,0,68.44032287597656,6.58378791809082
7100,0,69.23308563232422,6.453197479248047
7150,0,70.02991485595703,6.325814247131348
7200,0,70.82839965820312,6.201519012451172
7250,0,71.62620544433594,6.080182075500488
7300,0,72.42134094238281,5.961653709411621
7350,0,73.2120590209961,5.845778465270996
7400,0,73.99690246582031,5.732398986816406
7450,0,74.77478790283203,5.621362209320068
7500,0,75.544921875,5.51253080368042
7550,0,76.30677032470703,5.405765056610107
7600,0,77.06012725830078,5.300945281982422
7650,0,77.80494689941406,5.1979660987854
7700,0,78.54154968261719,5.096738815307617
7750,0,79.27030944824219,4.9971771240234375
7800,0,79.99180603027344,4.899217128753662
7850,0,80.70683288574219,4.8028035163879395
7900,0,81.4161605834961,4.707890033721924
7950,0,82.12074279785156,4.614436626434326
8000,0,82.82149505615234,4.522411346435547
8050,0,83.5195541381836,4.431788921356201
8100,0,84.21589660644531,4.34254264831543
8150,0,84.9116439819336,4.25465202331543
8200,0,85.60789489746094,4.168096542358398
8250,0,86.30573272705078,4.082857131958008
8300,0,87.00636291503906,3.998915672302246
8350,0,87.71076965332031,3.916250705718994
8400,0,88.42015838623047,3.8348371982574463
8450,0,89.13566589355469,3.754659414291382
8500,0,89.85858154296875,3.675686836242676
8550,0,90.58992004394531,3.597900629043579
8600,0,91.33085632324219,3.521277666091919
8650,0,92.08267211914062,3.4457929134368896
8700,0,92.84659576416016,3.37142014503479
8750,0,93.6239013671875,3.298142910003662
8800,0,94.4158935546875,3.225931167602539
8850,0,95.22386932373047,3.154766082763672
8900,0,96.04917907714844,3.0846333503723145
8950,0,96.8932876586914,3.015511989593506
9000,0,97.75749969482422,2.947387218475342
9050,0,98.64326477050781,2.8802545070648193
9100,0,99.55191802978516,2.814098358154297
9150,0,100.48489379882812,2.7489206790924072
9200,0,101.44351196289062,2.684718132019043
9250,0,102.42911529541016,2.621497392654419
9300,0,103.44275665283203,2.5592689514160156
9350,0,104.48556518554688,2.498044967651367
9400,0,105.55845642089844,2.4378435611724854
9450,0,106.66201782226562,2.3786914348602295
9500,0,107.79693603515625,2.320617198944092
9550,0,108.96336364746094,2.2636570930480957
9600,0,110.16114044189453,2.207848072052002
9650,0,111.389892578125,2.1532340049743652
9700,0,112.64852142333984,2.0998616218566895
9750,0,113.93572998046875,2.0477781295776367
9800,0,115.24950408935547,1.9970341920852661
9850,0,116.58749389648438,1.9476747512817383
9900,0,117.94652557373047,1.8997488021850586
9950,0,119.32306671142578,1.8532956838607788
10000,0,120.71296691894531,1.8083513975143433
10050,0,122.11158752441406,1.7649409770965576
10100,0,123.51382446289062,1.7230854034423828
10150,0,124.91448211669922,1.6827917098999023
10200,0,126.30799865722656,1.644054889678955
10250,0,127.68901062011719,1.6068603992462158
10300,0,129.05238342285156,1.571183443069458
10350,0,130.3932342529297,1.5369892120361328
10400,0,131.70733642578125,1.5042351484298706
10450,0,132.99143981933594,1.4728727340698242
10500,0,134.2427215576172,1.4428486824035645
10550,0,135.45960998535156,1.4141072034835815
10600,0,136.6414337158203,1.3865915536880493
10650,0,137.78826904296875,1.3602463006973267
10700,0,138.9010772705078,1.3350131511688232
10750,0,139.98162841796875,1.310840368270874
10800,0,141.0321044921875,1.2876746654510498
10850,0,142.0550994873047,1.2654640674591064
10900,0,143.0535888671875,1.2441598176956177
10950,0,144.0304718017578,1.2237106561660767
11000,0,144.9888458251953,1.204072117805481
11050,0,145.93161010742188,1.1851983070373535
11100,0,146.86151123046875,1.1670434474945068
11150,0,147.7811279296875,1.1495648622512817
